timestamp,Current,Power,Voltage
2024-09-20 17:25:38.043127,2.1,0.0,11.950000000000001
2024-09-20 17:25:40.686430,1.3,0.0,11.950000000000001
2024-09-20 17:25:42.838148,0.6000000000000001,0.0,11.96
2024-09-20 17:25:45.027532,0.5,0.0,11.96
2024-09-20 17:25:47.254147,0.4,0.0,11.97
2024-09-20 17:25:49.469463,0.7000000000000001,0.0,11.96
2024-09-20 17:25:51.621067,0.5,0.0,11.96
2024-09-20 17:25:53.781302,0.6000000000000001,0.0,11.96
2024-09-20 17:25:55.943823,0.5,0.0,11.96
2024-09-20 17:25:58.115095,1.0,0.0,11.950000000000001
2024-09-20 17:26:00.280976,0.6000000000000001,0.0,11.96
2024-09-20 17:26:02.446556,0.5,0.0,11.96
2024-09-20 17:26:04.616802,0.5,0.0,11.96
2024-09-20 17:26:06.798481,0.6000000000000001,0.0,11.96
2024-09-20 17:26:08.969301,0.5,0.0,11.96
2024-09-20 17:26:11.163246,0.6000000000000001,0.0,11.96
2024-09-20 17:26:13.348069,0.5,0.0,11.96
2024-09-20 17:26:15.545033,0.7000000000000001,0.0,11.96
2024-09-20 17:26:17.738727,0.7000000000000001,0.0,11.96
2024-09-20 17:26:19.929291,0.7000000000000001,0.0,11.96
2024-09-20 17:26:22.160198,0.5,0.0,11.97
2024-09-20 17:26:24.358816,0.7000000000000001,0.0,11.96
2024-09-20 17:26:26.570115,0.5,0.0,11.96
2024-09-20 17:26:28.740111,0.7000000000000001,0.0,11.96
2024-09-20 17:26:30.923561,0.6000000000000001,0.0,11.96
2024-09-20 17:26:33.103745,0.4,0.0,11.96
2024-09-20 17:26:35.285747,2.1,0.0,11.950000000000001
2024-09-20 17:26:37.470915,0.5,0.0,11.97
2024-09-20 17:26:39.674187,1.7000000000000002,0.0,11.950000000000001
2024-09-20 17:26:41.884494,1.8,0.0,11.950000000000001
2024-09-20 17:26:44.066902,1.7000000000000002,0.0,11.950000000000001
2024-09-20 17:26:46.273012,0.6000000000000001,0.0,11.96
2024-09-20 17:26:48.455323,0.8,0.0,11.96
2024-09-20 17:26:50.647022,0.5,0.0,11.96
2024-09-20 17:26:52.869090,0.6000000000000001,0.0,11.96
2024-09-20 17:26:55.068771,0.5,0.0,11.96
