elapsed_time,Power,Voltage,Current
2.4551925659179688,9.622729646082492,11.94,3.1
5.3967320919036865,6.563354129458072,11.950000000000001,2.1
8.04800295829773,6.875897963902354,11.950000000000001,2.2
10.69985032081604,6.524126289969681,11.950000000000001,2.1
13.335608959197998,6.250845072756184,11.950000000000001,2.0
15.971884489059448,6.563385817442361,11.950000000000001,2.1
18.624264001846313,6.875932741644747,11.950000000000001,2.2
21.295576572418213,6.524135289519697,11.950000000000001,2.1
23.9502112865448,6.52414128921971,11.950000000000001,2.1
26.59184718132019,7.224326619072982,11.950000000000001,2.3000000000000003
29.23329997062683,6.726984032974267,11.94,2.6
31.870669841766357,7.14550450641924,11.950000000000001,2.3000000000000003
34.524441719055176,9.643769026020218,11.93,3.1
37.20733332633972,7.208361612560943,11.950000000000001,2.3000000000000003
39.86952352523804,7.758350857514854,11.94,2.5
42.51885652542114,6.579080423375142,11.950000000000001,2.1
45.17781710624695,6.875852120514652,11.950000000000001,2.2
47.81996202468872,6.504423237520686,11.950000000000001,2.1
50.50189971923828,7.80695318483507,11.94,2.5
53.14698052406311,6.250800522755596,11.950000000000001,2.0
55.791776180267334,6.504451650342757,11.950000000000001,2.1
58.44268989562988,9.28452638531462,11.94,3.0
61.09000301361084,6.596241072855461,11.950000000000001,2.1
63.73449397087097,6.834934106544688,11.950000000000001,2.2
66.38022565841675,8.24604731844262,11.92,3.7
69.15108942985535,3.511608825753251,11.93,3.4000000000000004
71.90111637115479,7.762045628035703,11.94,3.0
74.58839178085327,12.532741019370716,11.92,4.0
77.239022731781,8.975075186298325,11.94,2.9000000000000004
79.91070580482483,8.665593819474118,11.94,2.8000000000000003
82.57871556282043,8.268154367565185,11.92,4.0
85.2934000492096,7.854746649186926,11.92,3.8000000000000003
88.07384490966797,7.5033400988647685,11.94,2.9000000000000004
90.72915744781494,6.834979675694776,11.950000000000001,2.2
93.38520503044128,7.22451928346172,11.950000000000001,2.3000000000000003
96.02428221702576,6.213635028995284,11.950000000000001,2.0
98.66740536689758,6.524316780445048,11.950000000000001,2.1
101.31121587753296,6.835018959444852,11.950000000000001,2.2
103.95918607711792,6.563594052767688,11.950000000000001,2.1
