timestamp,Current,Power,Voltage
2024-09-20 11:26:02.750277,2.0,2.2314211711227494,11.950000000000001
2024-09-20 11:26:05.453930,2.0,3.234512115855434,11.950000000000001
2024-09-20 11:26:08.198990,2.0,4.0415684563052245,11.950000000000001
2024-09-20 11:26:10.859147,2.0,4.407509593344488,11.950000000000001
2024-09-20 11:26:13.526283,2.1,4.71301910750414,11.950000000000001
2024-09-20 11:26:16.187401,2.0,4.90312757825792,11.950000000000001
2024-09-20 11:26:18.850624,2.0,5.055133242371751,11.950000000000001
2024-09-20 11:26:21.514686,2.0,5.276755351749729,11.950000000000001
2024-09-20 11:26:24.184114,2.0,5.90010432680309,11.950000000000001
2024-09-20 11:26:26.877637,2.0,6.482226973030748,11.950000000000001
2024-09-20 11:26:29.560393,2.0,6.67442827229893,11.950000000000001
2024-09-20 11:26:32.256007,2.1,6.70859972765569,11.950000000000001
2024-09-20 11:26:34.958043,2.2,6.671543254508189,11.950000000000001
2024-09-20 11:26:37.658332,2.1,6.7024602443553745,11.950000000000001
2024-09-20 11:26:40.355074,2.0,6.6713451644128074,11.950000000000001
2024-09-20 11:26:43.065536,2.2,6.8301234992700826,11.950000000000001
2024-09-20 11:26:45.781377,2.0,6.826522324695527,11.950000000000001
2024-09-20 11:26:48.460407,2.1,6.758029792863065,11.950000000000001
2024-09-20 11:26:51.187244,2.0,6.758131359213261,11.950000000000001
2024-09-20 11:26:53.879883,2.0,6.758309846634968,11.950000000000001
2024-09-20 11:26:56.562479,2.0,6.5651033119148465,11.950000000000001
2024-09-20 11:26:59.246435,2.0,6.618765508241438,11.950000000000001
2024-09-20 11:27:01.942123,2.0,6.550380559437843,11.950000000000001
2024-09-20 11:27:04.623185,2.0,6.519176441090105,11.950000000000001
2024-09-20 11:27:07.305731,2.1,6.554226910971065,11.950000000000001
2024-09-20 11:27:10.001325,2.0,6.395650851714179,11.950000000000001
2024-09-20 11:27:12.701258,2.0,6.395741990014355,11.950000000000001
2024-09-20 11:27:15.386071,2.1,6.3917481054079515,11.950000000000001
2024-09-20 11:27:18.080629,2.1,6.426736153736002,11.950000000000001
2024-09-20 11:27:20.788999,2.0,6.515925478428741,11.950000000000001
2024-09-20 11:27:23.492335,2.0,6.513972847876827,11.950000000000001
2024-09-20 11:27:26.203569,2.0,6.425250526341759,11.950000000000001
2024-09-20 11:27:28.919605,2.0,6.522904962951041,11.950000000000001
2024-09-20 11:27:31.607105,2.2,6.585326184711545,11.950000000000001
2024-09-20 11:27:34.302663,2.2,6.7144864155790085,11.950000000000001
2024-09-20 11:27:36.989719,2.0,6.712550054596184,11.950000000000001
2024-09-20 11:27:39.685248,2.1,6.74366414887375,11.950000000000001
2024-09-20 11:27:42.379932,2.2,6.779060710942666,11.950000000000001
2024-09-20 11:27:45.075308,2.1,6.775388132537569,11.950000000000001
2024-09-20 11:27:47.774863,2.0,6.680607223836442,11.950000000000001
2024-09-20 11:27:50.468243,2.0,6.88292245457094,11.950000000000001
2024-09-20 11:27:53.163797,2.0,6.8866791051085325,11.950000000000001
2024-09-20 11:27:55.860545,2.0,6.791137382893851,11.950000000000001
2024-09-20 11:27:58.560767,2.0,6.72892472213375,11.950000000000001
2024-09-20 11:28:01.272191,2.1,6.59410147642627,11.950000000000001
2024-09-20 11:28:03.973070,2.0,6.5994849711114885,11.950000000000001
2024-09-20 11:28:06.687185,2.1,6.599368126953761,11.950000000000001
2024-09-20 11:28:09.388188,2.0,6.532754661462081,11.950000000000001
2024-09-20 11:28:12.097931,2.0,6.597100967501734,11.950000000000001
2024-09-20 11:28:14.798761,2.1,6.637383249452959,11.950000000000001
2024-09-20 11:28:17.480849,2.0,6.437067361220467,11.950000000000001
2024-09-20 11:28:20.152373,2.1,6.558354910758721,11.950000000000001
2024-09-20 11:28:22.828879,2.0,6.558024498708084,11.950000000000001
2024-09-20 11:28:25.514877,2.0,6.557872792007791,11.950000000000001
2024-09-20 11:28:28.198111,2.0,6.528478765866834,11.950000000000001
2024-09-20 11:28:30.878030,2.0,6.528704102643999,11.950000000000001
2024-09-20 11:28:33.558093,2.1,6.5287934981741715,11.950000000000001
2024-09-20 11:28:36.251386,2.0,6.5288950645243675,11.950000000000001
2024-09-20 11:28:38.939575,2.0,6.433331855061951,11.950000000000001
2024-09-20 11:28:41.629541,2.0,6.663823573732046,11.950000000000001
2024-09-20 11:28:44.304381,2.0,6.667541384113948,11.950000000000001
2024-09-20 11:28:47.023113,2.0,6.540727758969739,11.950000000000001
2024-09-20 11:28:49.705877,2.1,6.576129618509843,11.950000000000001
2024-09-20 11:28:52.385807,2.1,6.607274482677468,11.950000000000001
2024-09-20 11:28:55.079290,2.1,6.638603873332949,11.950000000000001
2024-09-20 11:28:57.764017,2.0,6.724430568050491,11.950000000000001
2024-09-20 11:29:00.460773,2.0,6.697150000614245,11.950000000000001
2024-09-20 11:29:03.155120,2.1,6.7284603279371895,11.950000000000001
2024-09-20 11:29:05.848681,2.0,6.732342793791625,11.950000000000001
2024-09-20 11:29:08.542206,2.0,6.470176912408388,11.950000000000001
2024-09-20 11:29:11.228076,2.1,6.595456515429531,11.950000000000001
2024-09-20 11:29:13.922546,2.0,6.604056727339815,11.950000000000001
2024-09-20 11:29:16.619327,2.1,6.786450663507027,11.950000000000001
2024-09-20 11:29:19.317981,2.0,6.753402210181214,11.950000000000001
2024-09-20 11:29:22.014349,2.0,6.7220656770257206,11.950000000000001
2024-09-20 11:29:24.748542,2.1,6.6636479648811235,11.950000000000001
2024-09-20 11:29:27.442031,2.1,6.688948669225391,11.950000000000001
2024-09-20 11:29:30.144723,2.0,6.655752142761695,11.950000000000001
2024-09-20 11:29:32.856318,2.1,6.795996494499194,11.950000000000001
2024-09-20 11:29:35.543983,2.0,6.795959954701329,11.950000000000001
2024-09-20 11:29:38.254192,2.1,6.702208372724999,11.950000000000001
2024-09-20 11:29:40.953421,2.1,6.930259696959692,11.950000000000001
2024-09-20 11:29:43.657740,2.0,6.712750458352927,11.950000000000001
